ID_ENTREGA_CIDADE_REGIAO;ID_ENTREGA_CIDADE;BT_ATIVO;DT_CADASTRO;TX_NOME
DFFCA26B-8C8C-4834-8497-DAC717A64F10;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.627;Jardim Curitiba
29956B9B-9EA6-4E9F-AF83-BE9D52CAB1B3;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.123;Jardim da Luz
26440636-C078-4EEF-9BBD-FC1E06241DEF;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.083;Jardim das Aroeiras
61FFC0BA-A407-4BBD-95A1-59D2DF0AD2ED;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.120;Jardim das Esmeraldas
889F2763-1DA2-4CAD-84C1-770705D56484;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.530;Jardim das Hortências
7562D951-AC69-4A20-A8D1-824BE94F9CF0;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.730;Jardim das Rosas
C3B67AAF-BB5B-48B8-B07B-E14280CE5F2C;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.923;Jardim Diamantina
6ECC8161-1126-4142-BD28-CDF2966AF48E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.067;Jardim Dom Fernando I
6EB2DDC3-F079-4424-8C8E-20743A5945D9;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.067;Jardim Dom Fernando II
5779D6EE-533F-47C0-885F-F0824B1DE433;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.177;Jardim Eli Forte
C778ECCC-3320-471C-8995-F817D52C4797;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.100;Jardim Eli Fortes Complemento
8B9454D1-D462-47AB-A163-FCDB0840FC49;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.677;Jardim Europa
9A0CE01E-EFE7-4FF5-8862-1386FBDB0B02;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.710;Jardim Florença
D65E7564-368E-483C-83B8-B6D214C03B58;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.957;Jardim Fonte Nova
1705FFF7-E75E-44EC-A8DD-0CAF76C740D0;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.957;Jardim Fonte Nova I
7A8AE5BF-C25D-4E33-B7AE-BDD9E64681A9;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.187;Jardim Gardênia
63106C38-E794-4ADB-8C0A-1D70C9962F04;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.110;Jardim Goiás
3EB5C8B0-84B1-4543-B211-1805A854B91E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.943;Jardim Gramado
AC6945A3-7CBE-44E6-A7B6-A8D5CD8D14C7;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.987;Jardim Guanabara
2F655A0B-C363-4D84-B653-A8A44EFB8769;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.990;Jardim Guanabara II
